layer,OPENET_ID,ACRES_FTR_GEOM,GRIDMET_ID,HUC8,HUC8_name,HUC12,HUC12_name,IRR_EFF,ITYPE,OWRD,Region,srctype,year,month,metric,value
per_IRRIGATED,ORx_158829,95.42961141,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.29891427
per_IRRIGATED,ORx_158830,9.131569979,572495,18010204,Lost,180102040804,Swan Lake,0.5,3.0,14,18.0,1.0,1985,,per_IRRIGATED,23.00095408
per_IRRIGATED,ORx_158831,13.87764634,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,92.75045718
per_IRRIGATED,ORx_158832,13.53927599,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,100.0
per_IRRIGATED,ORx_158833,5.754658854,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,86.53756476
per_IRRIGATED,ORx_158834,19.82437436,572494,18010204,Lost,180102040804,Swan Lake,0.65,4.0,14,18.0,1.0,1985,,per_IRRIGATED,82.19262219
per_IRRIGATED,ORx_158835,73.25271749,573880,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.73381155
per_IRRIGATED,ORx_158836,65.38454313,573880,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.7115848
per_IRRIGATED,ORx_158837,85.65750231,573881,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.86550156
per_IRRIGATED,ORx_158838,22.56037503,573881,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,99.77449782
per_IRRIGATED,ORx_158839,2.08154309,573881,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,0.0,1985,,per_IRRIGATED,48.04962847
per_IRRIGATED,ORx_158840,11.7120085,572495,18010204,Lost,180102040804,Swan Lake,0.85,1.0,14,18.0,1.0,1985,,per_IRRIGATED,97.94278889
